Number of clusters: 
53

#### CLUSTER 1 ####
Items in cluster: 179
strategy : 3 (1.8867924528301887 %)
sports : 6 (3.7735849056603774 %)
massively-multiplayer : 1 (0.628930817610063 %)
puzzle : 3 (1.8867924528301887 %)
platformer : 2 (1.257861635220126 %)
card : 1 (0.628930817610063 %)
racing : 3 (1.8867924528301887 %)
simulation : 1 (0.628930817610063 %)
Items with country: 122
JP : 88 (72.1311475409836 %)
US : 54 (44.26229508196721 %)
GB : 8 (6.557377049180328 %)
CA : 9 (7.377049180327869 %)
PE : 1 (0.819672131147541 %)
FR : 3 (2.459016393442623 %)
CN : 7 (5.737704918032787 %)
SG : 2 (1.639344262295082 %)
IN : 2 (1.639344262295082 %)
SE : 4 (3.278688524590164 %)
CR : 1 (0.819672131147541 %)
KR : 1 (0.819672131147541 %)
RU : 1 (0.819672131147541 %)
shows 

#### CLUSTER 20 ####
Items in cluster: 406
Items with predefined genre: 296
action : 111 (37.5 %)
adventure : 199 (67.22972972972973 %)
indie : 157 (53.04054054054054 %)
casual : 34 (11.486486486486488 %)
role-playing-games-rpg : 39 (13.175675675675674 %)
strategy : 31 (10.472972972972974 %)
puzzle : 42 (14.18918918918919 %)
simulation : 26 (8.783783783783784 %)
shooter : 6 (2.027027027027027 %)
platformer : 17 (5.743243243243244 %)
arcade : 7 (2.364864864864865 %)
massively-multiplayer : 2 (0.6756756756756757 %)
sports : 1 (0.33783783783783783 %)
board-games : 1 (0.33783783783783783 %)
family : 1 (0.33783783783783783 %)
educational : 2 (0.6756756756756757 %)
racing : 1 (0.33783783783783783 %)
Items with country: 115
JP : 18 (15.65217391304348 %)
NO : 2 (1.7391304347826086 %)
US : 48 (41.73913043478261 %)
GB : 16 (13.91304347826087 %)
ES : 7 (6.086956521739131 %)
CA : 12 (10.434782608695652 %)
RU : 5 (4.3478260869565215 %)
AU : 2 (1.7391304347826086 %)
DE : 5 (4.3478260869565215 %)
TH : 1 (0.8695652173913043 %)
PL : 7 (6.086956521739131 %)
DK : 2 (1.7391304347826086 %)
KR : 1 (0.8695652173913043 %)
FR : 4 (3.4782608695652173 %)
SE : 3 (2.608695652173913 %)
IN : 2 (1.7391304347826086 %)
PT : 1 (0.8695652173913043 %)
NL : 1 (0.8695652173913043 %)
MY : 1 (0.8695652173913043 %)
BE : 1 (0.8695652173913043 %)
TR : 1 (0.8695652173913043 %)
IT : 1 (0.8695652173913043 %)
CN : 1 (0.8695652173913043 %)
SG : 1 (0.8695652173913043 %)
shows 

#### CLUSTER 21 ####
Items in cluster: 41
Items with predefined genre: 39
role-playing-games-rpg : 33 (84.61538461538461 %)
strategy : 11 (28.205128205128204 %)
action : 12 (30.76923076923077 %)
adventure : 16 (41.02564102564102 %)
indie : 8 (20.51282051282051 %)
shooter : 2 (5.128205128205128 %)
simulation : 4 (10.256410256410255 %)
card : 1 (2.564102564102564 %)
fighting : 1 (2.564102564102564 %)
massively-multiplayer : 1 (2.564102564102564 %)
Items with country: 29
CA : 6 (20.689655172413794 %)
US : 12 (41.37931034482759 %)
GB : 5 (17.24137931034483 %)
RU : 3 (10.344827586206897 %)
PL : 2 (6.896551724137931 %)
JP : 4 (13.793103448275861 %)
DE : 2 (6.896551724137931 %)
FR : 4 (13.793103448275861 %)
CN : 2 (6.896551724137931 %)
RO : 1 (3.4482758620689653 %)
UA : 1 (3.4482758620689653 %)
SG : 2 (6.896551724137931 %)
SK : 1 (3.4482758620689653 %)
NO : 1 (3.4482758620689653 %)
ES : 2 (6.896551724137931 %)
BY : 1 (3.4482758620689653 %)
SE : 1 (3.4482758620689653 %)
shows 

#### CLUSTER 22 ####
Items in cluster: 235
Items with predefined genre: 176
adventure : 141 (80.11363636363636 %)
role-playing-games-rpg : 14 (7.954545454545454 %)
indie : 61 (34.659090909090914 %)
arcade : 3 (1.7045454545454544 %)
puzzle : 43 (24.431818181818183 %)
educational : 3 (1.7045454545454544 %)
action : 28 (15.909090909090908 %)
family : 3 (1.7045454545454544 %)
simulation : 15 (8.522727272727272 %)
casual : 25 (14.204545454545455 %)
shooter : 1 (0.5681818181818182 %)
strategy : 10 (5.681818181818182 %)
fighting : 1 (0.5681818181818182 %)
board-games : 2 (1.1363636363636365 %)
card : 1 (0.5681818181818182 %)
platformer : 3 (1.7045454545454544 %)
sports : 1 (0.5681818181818182 %)
racing : 1 (0.5681818181818182 %)
Items with country: 109
US : 67 (61.46788990825688 %)
SG : 3 (2.7522935779816518 %)
CZ : 1 (0.9174311926605505 %)
JP : 9 (8.256880733944955 %)
GB : 21 (19.26605504587156 %)
NL : 1 (0.9174311926605505 %)
CA : 3 (2.7522935779816518 %)
PL : 2 (1.834862385321101 %)
RO : 2 (1.834862385321101 %)
VN : 1 (0.9174311926605505 %)
CL : 1 (0.9174311926605505 %)
BR : 1 (0.9174311926605505 %)
ES : 3 (2.7522935779816518 %)
BY : 1 (0.9174311926605505 %)
BG : 1 (0.9174311926605505 %)
MX : 1 (0.9174311926605505 %)
UA : 1 (0.9174311926605505 %)
TH : 1 (0.9174311926605505 %)
IT : 1 (0.9174311926605505 %)
HU : 1 (0.9174311926605505 %)
DE : 6 (5.5045871559633035 %)
RU : 2 (1.834862385321101 %)
IN : 1 (0.9174311926605505 %)
AU : 2 (1.834862385321101 %)
AR : 1 (0.9174311926605505 %)
CN : 1 (0.9174311926605505 %)
ZA : 1 (0.9174311926605505 %)
MY : 1 (0.9174311926605505 %)
PH : 1 (0.9174311926605505 %)
TW : 1 (0.9174311926605505 %)
KR : 1 (0.9174311926605505 %)
DK : 1 (0.9174311926605505 %)
FR : 4 (3.669724770642202 %)
CO : 1 (0.9174311926605505 %)
ID : 1 (0.9174311926605505 %)
AE : 1 (0.9174311926605505 %)
SE : 2 (1.834862385321101 %)
AT : 2 (1.834862385321101 %)
NO : 2 (1.834862385321101 %)
shows 

#### CLUSTER 23 ####
Items in cluster: 86
Items with predefined genre: 67
action : 19 (28.35820895522388 %)
adventure : 11 (16.417910447761194 %)
role-playing-games-rpg : 61 (91.04477611940298 %)
casual : 3 (4.477611940298507 %)
massively-multiplayer : 4 (5.970149253731343 %)
indie : 5 (7.462686567164178 %)
strategy : 5 (7.462686567164178 %)
simulation : 2 (2.9850746268656714 %)
arcade : 1 (1.4925373134328357 %)
platformer : 2 (2.9850746268656714 %)
Items with country: 71
KR : 2 (2.8169014084507045 %)
JP : 60 (84.50704225352112 %)
US : 16 (22.535211267605636 %)
FR : 1 (1.4084507042253522 %)
DE : 1 (1.4084507042253522 %)
CA : 1 (1.4084507042253522 %)
CN : 2 (2.8169014084507045 %)
SG : 1 (1.4084507042253522 %)
GB : 1 (1.4084507042253522 %)
shows 

#### CLUSTER 24 ####
Items in cluster: 113
Items with predefined genre: 101
action : 63 (62.37623762376238 %)
adventure : 50 (49.504950495049506 %)
simulation : 27 (26.732673267326735 %)
indie : 26 (25.742574257425744 %)
puzzle : 6 (5.9405940594059405 %)
role-playing-games-rpg : 15 (14.85148514851485 %)
educational : 2 (1.9801980198019802 %)
shooter : 15 (14.85148514851485 %)
racing : 6 (5.9405940594059405 %)
strategy : 22 (21.782178217821784 %)
casual : 2 (1.9801980198019802 %)
fighting : 1 (0.9900990099009901 %)
arcade : 5 (4.9504950495049505 %)
family : 1 (0.9900990099009901 %)
massively-multiplayer : 1 (0.9900990099009901 %)
board-games : 1 (0.9900990099009901 %)
card : 1 (0.9900990099009901 %)
Items with country: 69
JP : 10 (14.492753623188406 %)
DE : 11 (15.942028985507244 %)
CA : 11 (15.942028985507244 %)
US : 19 (27.536231884057973 %)
FI : 1 (1.4492753623188406 %)
PL : 2 (2.898550724637681 %)
CN : 1 (1.4492753623188406 %)
IT : 1 (1.4492753623188406 %)
GB : 24 (34.78260869565217 %)
BG : 2 (2.898550724637681 %)
AU : 2 (2.898550724637681 %)
NL : 1 (1.4492753623188406 %)
CZ : 2 (2.898550724637681 %)
FR : 5 (7.246376811594203 %)
SE : 7 (10.144927536231885 %)
AT : 1 (1.4492753623188406 %)
RU : 1 (1.4492753623188406 %)
UA : 1 (1.4492753623188406 %)
SG : 1 (1.4492753623188406 %)
DK : 3 (4.3478260869565215 %)
IN : 1 (1.4492753623188406 %)
shows 

#### CLUSTER 25 ####
Items in cluster: 135
Items with predefined genre: 92
platformer : 3 (3.260869565217391 %)
strategy : 23 (25.0 %)
indie : 5 (5.434782608695652 %)
action : 37 (40.21739130434783 %)
role-playing-games-rpg : 36 (39.130434782608695 %)
arcade : 10 (10.869565217391305 %)
casual : 8 (8.695652173913043 %)
fighting : 16 (17.391304347826086 %)
massively-multiplayer : 2 (2.1739130434782608 %)
board-games : 2 (2.1739130434782608 %)
puzzle : 6 (6.521739130434782 %)
adventure : 10 (10.869565217391305 %)
sports : 3 (3.260869565217391 %)
card : 5 (5.434782608695652 %)
simulation : 3 (3.260869565217391 %)
family : 1 (1.0869565217391304 %)
Items with country: 84
GB : 9 (10.714285714285714 %)
US : 38 (45.23809523809524 %)
JP : 62 (73.80952380952381 %)
KR : 4 (4.761904761904762 %)
CN : 7 (8.333333333333332 %)
CA : 4 (4.761904761904762 %)
FI : 1 (1.1904761904761905 %)
SG : 6 (7.142857142857142 %)
FR : 1 (1.1904761904761905 %)
shows 

#### CLUSTER 26 ####
Items in cluster: 207
Items with predefined genre: 178
action : 146 (82.02247191011236 %)
shooter : 58 (32.58426966292135 %)
indie : 55 (30.89887640449438 %)
adventure : 58 (32.58426966292135 %)
role-playing-games-rpg : 21 (11.797752808988763 %)
strategy : 12 (6.741573033707865 %)
arcade : 19 (10.674157303370785 %)
simulation : 4 (2.247191011235955 %)
casual : 5 (2.8089887640449436 %)
platformer : 14 (7.865168539325842 %)
racing : 6 (3.3707865168539324 %)
fighting : 3 (1.6853932584269662 %)
puzzle : 6 (3.3707865168539324 %)
sports : 2 (1.1235955056179776 %)
family : 1 (0.5617977528089888 %)
massively-multiplayer : 3 (1.6853932584269662 %)
Items with country: 100
US : 53 (53.0 %)
HR : 4 (4.0 %)
CA : 10 (10.0 %)
JP : 10 (10.0 %)
SE : 3 (3.0 %)
CZ : 1 (1.0 %)
BR : 1 (1.0 %)
BE : 1 (1.0 %)
GB : 12 (12.0 %)
PL : 3 (3.0 %)
DE : 3 (3.0 %)
UA : 2 (2.0 %)
AU : 2 (2.0 %)
FI : 3 (3.0 %)
TR : 2 (2.0 %)
KR : 1 (1.0 %)
ES : 3 (3.0 %)
CN : 1 (1.0 %)
SG : 1 (1.0 %)
FR : 2 (2.0 %)
NL : 3 (3.0 %)
RU : 1 (1.0 %)
BY : 1 (1.0 %)
NZ : 1 (1.0 %)
CY : 1 (1.0 %)
IT : 1 (1.0 %)
shows 

#### CLUSTER 27 ####
Items in cluster: 279
Items with predefined genre: 163
action : 122 (74.84662576687117 %)
adventure : 29 (17.791411042944784 %)
role-playing-games-rpg : 16 (9.815950920245399 %)
fighting : 8 (4.9079754601226995 %)
arcade : 39 (23.92638036809816 %)
indie : 47 (28.834355828220858 %)
casual : 17 (10.429447852760736 %)
shooter : 19 (11.65644171779141 %)
simulation : 4 (2.4539877300613497 %)
platformer : 15 (9.202453987730062 %)
massively-multiplayer : 3 (1.8404907975460123 %)
racing : 5 (3.067484662576687 %)
strategy : 15 (9.202453987730062 %)
family : 1 (0.6134969325153374 %)
puzzle : 2 (1.2269938650306749 %)
sports : 1 (0.6134969325153374 %)
Items with country: 114
JP : 52 (45.614035087719294 %)
US : 56 (49.122807017543856 %)
DE : 1 (0.8771929824561403 %)
RU : 3 (2.631578947368421 %)
SE : 4 (3.508771929824561 %)
NO : 1 (0.8771929824561403 %)
ES : 5 (4.385964912280701 %)
GB : 14 (12.280701754385964 %)
CA : 5 (4.385964912280701 %)
CN : 6 (5.263157894736842 %)
BR : 1 (0.8771929824561403 %)
FR : 3 (2.631578947368421 %)
SG : 4 (3.508771929824561 %)
FI : 4 (3.508771929824561 %)
MT : 1 (0.8771929824561403 %)
BY : 1 (0.8771929824561403 %)
NL : 2 (1.7543859649122806 %)
TW : 1 (0.8771929824561403 %)
UY : 1 (0.8771929824561403 %)
NZ : 2 (1.7543859649122806 %)
KR : 1 (0.8771929824561403 %)
UA : 1 (0.8771929824561403 %)
AT : 1 (0.8771929824561403 %)
shows 

#### CLUSTER 28 ####
Items in cluster: 103
Items with predefined genre: 99
action : 69 (69.6969696969697 %)
arcade : 5 (5.05050505050505 %)
indie : 33 (33.33333333333333 %)
role-playing-games-rpg : 35 (35.35353535353536 %)
shooter : 21 (21.21212121212121 %)
adventure : 28 (28.28282828282828 %)
fighting : 4 (4.040404040404041 %)
massively-multiplayer : 4 (4.040404040404041 %)
simulation : 3 (3.0303030303030303 %)
strategy : 20 (20.2020202020202 %)
puzzle : 2 (2.0202020202020203 %)
platformer : 5 (5.05050505050505 %)
racing : 2 (2.0202020202020203 %)
sports : 1 (1.0101010101010102 %)
Items with country: 71
US : 36 (50.70422535211267 %)
RU : 3 (4.225352112676056 %)
JP : 9 (12.676056338028168 %)
DE : 7 (9.859154929577464 %)
SE : 5 (7.042253521126761 %)
PL : 5 (7.042253521126761 %)
CA : 9 (12.676056338028168 %)
GB : 9 (12.676056338028168 %)
FR : 5 (7.042253521126761 %)
TH : 1 (1.4084507042253522 %)
DK : 1 (1.4084507042253522 %)
CN : 3 (4.225352112676056 %)
AT : 1 (1.4084507042253522 %)
AU : 2 (2.8169014084507045 %)
ES : 1 (1.4084507042253522 %)
CZ : 1 (1.4084507042253522 %)
FI : 1 (1.4084507042253522 %)
IN : 2 (2.8169014084507045 %)
KR : 2 (2.8169014084507045 %)
ZA : 2 (2.8169014084507045 %)
NL : 1 (1.4084507042253522 %)
HU : 1 (1.4084507042253522 %)
UA : 1 (1.4084507042253522 %)
SK : 1 (1.4084507042253522 %)
TR : 1 (1.4084507042253522 %)
BR : 1 (1.4084507042253522 %)
MX : 1 (1.4084507042253522 %)
TW : 1 (1.4084507042253522 %)
IE : 1 (1.4084507042253522 %)
shows 

#### CLUSTER 29 ####
Items in cluster: 72
Items with predefined genre: 62
action : 49 (79.03225806451613 %)
shooter : 37 (59.67741935483871 %)
strategy : 6 (9.67741935483871 %)
casual : 2 (3.225806451612903 %)
indie : 2 (3.225806451612903 %)
simulation : 9 (14.516129032258066 %)
adventure : 10 (16.129032258064516 %)
arcade : 3 (4.838709677419355 %)
role-playing-games-rpg : 1 (1.6129032258064515 %)
massively-multiplayer : 2 (3.225806451612903 %)
racing : 2 (3.225806451612903 %)
Items with country: 55
JP : 14 (25.454545454545453 %)
DE : 2 (3.6363636363636362 %)
US : 35 (63.63636363636363 %)
CA : 6 (10.909090909090908 %)
CN : 5 (9.090909090909092 %)
TW : 2 (3.6363636363636362 %)
UA : 1 (1.8181818181818181 %)
SK : 1 (1.8181818181818181 %)
MT : 1 (1.8181818181818181 %)
SG : 3 (5.454545454545454 %)
GB : 7 (12.727272727272727 %)
SE : 6 (10.909090909090908 %)
RO : 1 (1.8181818181818181 %)
PL : 1 (1.8181818181818181 %)
FI : 1 (1.8181818181818181 %)
CyprusBelarus : 1 (1.8181818181818181 %)
FR : 1 (1.8181818181818181 %)
shows 

#### CLUSTER 30 ####
Items in cluster: 88
Items with predefined genre: 70
action : 42 (60.0 %)
strategy : 22 (31.428571428571427 %)
simulation : 12 (17.142857142857142 %)
arcade : 6 (8.571428571428571 %)
shooter : 21 (30.0 %)
casual : 3 (4.285714285714286 %)
indie : 10 (14.285714285714285 %)
adventure : 6 (8.571428571428571 %)
platformer : 2 (2.857142857142857 %)
role-playing-games-rpg : 4 (5.714285714285714 %)
racing : 2 (2.857142857142857 %)
massively-multiplayer : 1 (1.4285714285714286 %)
Items with country: 56
DE : 5 (8.928571428571429 %)
FR : 4 (7.142857142857142 %)
US : 28 (50.0 %)
JP : 19 (33.92857142857143 %)
IN : 1 (1.7857142857142856 %)
GB : 3 (5.357142857142857 %)
BE : 1 (1.7857142857142856 %)
CA : 3 (5.357142857142857 %)
SE : 3 (5.357142857142857 %)
AT : 2 (3.571428571428571 %)
HU : 1 (1.7857142857142856 %)
SG : 1 (1.7857142857142856 %)
AU : 1 (1.7857142857142856 %)
PL : 1 (1.7857142857142856 %)
ES : 1 (1.7857142857142856 %)
shows 

#### CLUSTER 31 ####
Items in cluster: 223
Items with predefined genre: 147
arcade : 25 (17.006802721088434 %)
fighting : 5 (3.4013605442176873 %)
adventure : 29 (19.727891156462583 %)
action : 46 (31.292517006802722 %)
platformer : 8 (5.442176870748299 %)
puzzle : 25 (17.006802721088434 %)
sports : 13 (8.843537414965986 %)
role-playing-games-rpg : 16 (10.884353741496598 %)
casual : 15 (10.204081632653061 %)
card : 2 (1.3605442176870748 %)
strategy : 16 (10.884353741496598 %)
simulation : 23 (15.646258503401361 %)
indie : 13 (8.843537414965986 %)
racing : 18 (12.244897959183673 %)
family : 4 (2.7210884353741496 %)
massively-multiplayer : 2 (1.3605442176870748 %)
shooter : 3 (2.0408163265306123 %)
board-games : 1 (0.6802721088435374 %)
educational : 2 (1.3605442176870748 %)
Items with country: 125
JP : 70 (56.00000000000001 %)
CA : 4 (3.2 %)
NL : 1 (0.8 %)
US : 55 (44.0 %)
CN : 9 (7.199999999999999 %)
SG : 7 (5.6000000000000005 %)
GB : 14 (11.200000000000001 %)
IE : 1 (0.8 %)
TW : 2 (1.6 %)
AU : 1 (0.8 %)
FR : 6 (4.8 %)
IN : 3 (2.4 %)
DE : 3 (2.4 %)
CZ : 2 (1.6 %)
AR : 1 (0.8 %)
CO : 1 (0.8 %)
HU : 1 (0.8 %)
DK : 1 (0.8 %)
KR : 2 (1.6 %)
shows 

#### CLUSTER 32 ####
Items in cluster: 277
Items with predefined genre: 216
strategy : 75 (34.72222222222222 %)
action : 137 (63.42592592592593 %)
shooter : 56 (25.925925925925924 %)
racing : 11 (5.092592592592593 %)
arcade : 24 (11.11111111111111 %)
simulation : 37 (17.12962962962963 %)
indie : 68 (31.48148148148148 %)
role-playing-games-rpg : 26 (12.037037037037036 %)
massively-multiplayer : 18 (8.333333333333332 %)
adventure : 28 (12.962962962962962 %)
sports : 6 (2.7777777777777777 %)
fighting : 3 (1.3888888888888888 %)
casual : 13 (6.018518518518518 %)
card : 1 (0.4629629629629629 %)
puzzle : 3 (1.3888888888888888 %)
platformer : 2 (0.9259259259259258 %)
board-games : 1 (0.4629629629629629 %)
Items with country: 115
US : 44 (38.26086956521739 %)
SE : 4 (3.4782608695652173 %)
GB : 20 (17.391304347826086 %)
ID : 1 (0.8695652173913043 %)
CA : 9 (7.82608695652174 %)
HU : 2 (1.7391304347826086 %)
JP : 13 (11.304347826086957 %)
CZ : 2 (1.7391304347826086 %)
BG : 1 (0.8695652173913043 %)
RU : 12 (10.434782608695652 %)
PH : 1 (0.8695652173913043 %)
RO : 1 (0.8695652173913043 %)
FR : 5 (4.3478260869565215 %)
PL : 3 (2.608695652173913 %)
KR : 1 (0.8695652173913043 %)
FI : 2 (1.7391304347826086 %)
NL : 2 (1.7391304347826086 %)
AU : 2 (1.7391304347826086 %)
DE : 4 (3.4782608695652173 %)
HR : 1 (0.8695652173913043 %)
ES : 1 (0.8695652173913043 %)
CN : 5 (4.3478260869565215 %)
SG : 3 (2.608695652173913 %)
CyprusBelarus : 2 (1.7391304347826086 %)
UA : 1 (0.8695652173913043 %)
shows 

#### CLUSTER 33 ####
Items in cluster: 66
Items with predefined genre: 59
action : 22 (37.28813559322034 %)
adventure : 7 (11.864406779661017 %)
role-playing-games-rpg : 44 (74.57627118644068 %)
indie : 9 (15.254237288135593 %)
massively-multiplayer : 11 (18.64406779661017 %)
strategy : 21 (35.59322033898305 %)
simulation : 1 (1.694915254237288 %)
board-games : 1 (1.694915254237288 %)
platformer : 1 (1.694915254237288 %)
casual : 1 (1.694915254237288 %)
card : 1 (1.694915254237288 %)
shooter : 1 (1.694915254237288 %)
Items with country: 45
US : 29 (64.44444444444444 %)
DE : 3 (6.666666666666667 %)
MT : 1 (2.2222222222222223 %)
JP : 5 (11.11111111111111 %)
NL : 4 (8.88888888888889 %)
PL : 1 (2.2222222222222223 %)
NO : 1 (2.2222222222222223 %)
RU : 1 (2.2222222222222223 %)
CA : 3 (6.666666666666667 %)
BE : 1 (2.2222222222222223 %)
MY : 1 (2.2222222222222223 %)
IE : 1 (2.2222222222222223 %)
AU : 1 (2.2222222222222223 %)
KR : 1 (2.2222222222222223 %)
DK : 1 (2.2222222222222223 %)
HU : 1 (2.2222222222222223 %)
GB : 1 (2.2222222222222223 %)
BG : 1 (2.2222222222222223 %)
shows 

#### CLUSTER 34 ####
Items in cluster: 273
Items with predefined genre: 196
fighting : 19 (9.693877551020408 %)
action : 146 (74.48979591836735 %)
shooter : 25 (12.755102040816327 %)
racing : 8 (4.081632653061225 %)
arcade : 25 (12.755102040816327 %)
adventure : 70 (35.714285714285715 %)
simulation : 2 (1.0204081632653061 %)
casual : 9 (4.591836734693878 %)
indie : 23 (11.73469387755102 %)
strategy : 9 (4.591836734693878 %)
puzzle : 8 (4.081632653061225 %)
family : 7 (3.571428571428571 %)
platformer : 20 (10.204081632653061 %)
role-playing-games-rpg : 19 (9.693877551020408 %)
sports : 2 (1.0204081632653061 %)
massively-multiplayer : 1 (0.5102040816326531 %)
Items with country: 151
GB : 36 (23.841059602649008 %)
JP : 30 (19.867549668874172 %)
US : 99 (65.56291390728477 %)
AU : 9 (5.960264900662252 %)
CA : 29 (19.205298013245034 %)
CN : 10 (6.622516556291391 %)
KR : 3 (1.9867549668874174 %)
DE : 5 (3.3112582781456954 %)
FR : 6 (3.9735099337748347 %)
IT : 3 (1.9867549668874174 %)
VN : 2 (1.3245033112582782 %)
CL : 2 (1.3245033112582782 %)
BR : 3 (1.9867549668874174 %)
ES : 4 (2.6490066225165565 %)
BY : 2 (1.3245033112582782 %)
BG : 2 (1.3245033112582782 %)
MX : 2 (1.3245033112582782 %)
UA : 2 (1.3245033112582782 %)
TH : 2 (1.3245033112582782 %)
RO : 2 (1.3245033112582782 %)
HU : 2 (1.3245033112582782 %)
RU : 2 (1.3245033112582782 %)
IN : 2 (1.3245033112582782 %)
AR : 2 (1.3245033112582782 %)
ZA : 2 (1.3245033112582782 %)
MY : 2 (1.3245033112582782 %)
SG : 7 (4.635761589403973 %)
PH : 2 (1.3245033112582782 %)
TW : 2 (1.3245033112582782 %)
DK : 2 (1.3245033112582782 %)
CO : 2 (1.3245033112582782 %)
ID : 2 (1.3245033112582782 %)
AE : 2 (1.3245033112582782 %)
SE : 6 (3.9735099337748347 %)
HR : 1 (0.6622516556291391 %)
shows 

#### CLUSTER 35 ####
Items in cluster: 78
Items with predefined genre: 59
fighting : 43 (72.88135593220339 %)
action : 24 (40.67796610169492 %)
arcade : 13 (22.033898305084744 %)
role-playing-games-rpg : 8 (13.559322033898304 %)
strategy : 3 (5.084745762711865 %)
simulation : 1 (1.694915254237288 %)
sports : 2 (3.389830508474576 %)
adventure : 6 (10.16949152542373 %)
casual : 2 (3.389830508474576 %)
racing : 1 (1.694915254237288 %)
family : 1 (1.694915254237288 %)
puzzle : 1 (1.694915254237288 %)
indie : 1 (1.694915254237288 %)
Items with country: 55
US : 33 (60.0 %)
JP : 44 (80.0 %)
CN : 2 (3.6363636363636362 %)
SG : 2 (3.6363636363636362 %)
FR : 3 (5.454545454545454 %)
CA : 2 (3.6363636363636362 %)
shows 

#### CLUSTER 36 ####
Items in cluster: 156
Items with predefined genre: 112
action : 20 (17.857142857142858 %)
role-playing-games-rpg : 95 (84.82142857142857 %)
fighting : 1 (0.8928571428571428 %)
adventure : 23 (20.535714285714285 %)
strategy : 21 (18.75 %)
indie : 17 (15.178571428571427 %)
simulation : 5 (4.464285714285714 %)
card : 1 (0.8928571428571428 %)
puzzle : 1 (0.8928571428571428 %)
casual : 8 (7.142857142857142 %)
massively-multiplayer : 3 (2.6785714285714284 %)
Items with country: 91
US : 38 (41.75824175824176 %)
JP : 68 (74.72527472527473 %)
NL : 1 (1.098901098901099 %)
CN : 9 (9.89010989010989 %)
SG : 8 (8.791208791208792 %)
GB : 9 (9.89010989010989 %)
PL : 1 (1.098901098901099 %)
PK : 1 (1.098901098901099 %)
ID : 1 (1.098901098901099 %)
shows 

#### CLUSTER 37 ####
Items in cluster: 55
Items with predefined genre: 51
role-playing-games-rpg : 14 (27.450980392156865 %)
strategy : 41 (80.3921568627451 %)
indie : 9 (17.647058823529413 %)
action : 12 (23.52941176470588 %)
adventure : 5 (9.803921568627452 %)
simulation : 7 (13.725490196078432 %)
fighting : 5 (9.803921568627452 %)
massively-multiplayer : 1 (1.9607843137254901 %)
Items with country: 38
US : 10 (26.31578947368421 %)
GB : 14 (36.84210526315789 %)
CA : 3 (7.894736842105263 %)
SE : 1 (2.631578947368421 %)
DK : 2 (5.263157894736842 %)
DE : 5 (13.157894736842104 %)
SG : 1 (2.631578947368421 %)
JP : 3 (7.894736842105263 %)
PL : 1 (2.631578947368421 %)
NL : 1 (2.631578947368421 %)
CZ : 1 (2.631578947368421 %)
FR : 2 (5.263157894736842 %)
shows 

#### CLUSTER 38 ####
Items in cluster: 117
Items with predefined genre: 70
strategy : 17 (24.285714285714285 %)
adventure : 15 (21.428571428571427 %)
role-playing-games-rpg : 25 (35.714285714285715 %)
simulation : 4 (5.714285714285714 %)
action : 36 (51.42857142857142 %)
shooter : 4 (5.714285714285714 %)
arcade : 7 (10.0 %)
platformer : 1 (1.4285714285714286 %)
fighting : 9 (12.857142857142856 %)
card : 3 (4.285714285714286 %)
indie : 5 (7.142857142857142 %)
casual : 1 (1.4285714285714286 %)
massively-multiplayer : 1 (1.4285714285714286 %)
Items with country: 58
JP : 42 (72.41379310344827 %)
US : 31 (53.44827586206896 %)
CN : 4 (6.896551724137931 %)
SG : 3 (5.172413793103448 %)
GB : 3 (5.172413793103448 %)
CA : 5 (8.620689655172415 %)
KR : 2 (3.4482758620689653 %)
NL : 1 (1.7241379310344827 %)
VN : 1 (1.7241379310344827 %)
CL : 1 (1.7241379310344827 %)
BR : 1 (1.7241379310344827 %)
ES : 1 (1.7241379310344827 %)
BY : 1 (1.7241379310344827 %)
BG : 1 (1.7241379310344827 %)
MX : 1 (1.7241379310344827 %)
UA : 1 (1.7241379310344827 %)
TH : 1 (1.7241379310344827 %)
RO : 1 (1.7241379310344827 %)
IT : 1 (1.7241379310344827 %)
HU : 1 (1.7241379310344827 %)
DE : 1 (1.7241379310344827 %)
RU : 1 (1.7241379310344827 %)
IN : 1 (1.7241379310344827 %)
AU : 1 (1.7241379310344827 %)
AR : 1 (1.7241379310344827 %)
ZA : 1 (1.7241379310344827 %)
MY : 1 (1.7241379310344827 %)
PH : 1 (1.7241379310344827 %)
TW : 1 (1.7241379310344827 %)
DK : 1 (1.7241379310344827 %)
FR : 1 (1.7241379310344827 %)
CO : 1 (1.7241379310344827 %)
ID : 1 (1.7241379310344827 %)
AE : 1 (1.7241379310344827 %)
shows 

#### CLUSTER 39 ####
Items in cluster: 86
Items with predefined genre: 78
action : 67 (85.8974358974359 %)
shooter : 35 (44.871794871794876 %)
adventure : 31 (39.743589743589745 %)
arcade : 10 (12.82051282051282 %)
strategy : 4 (5.128205128205128 %)
puzzle : 2 (2.564102564102564 %)
platformer : 8 (10.256410256410255 %)
role-playing-games-rpg : 5 (6.41025641025641 %)
casual : 1 (1.282051282051282 %)
fighting : 1 (1.282051282051282 %)
educational : 1 (1.282051282051282 %)
racing : 2 (2.564102564102564 %)
simulation : 1 (1.282051282051282 %)
indie : 1 (1.282051282051282 %)
Items with country: 74
US : 61 (82.43243243243244 %)
GB : 4 (5.405405405405405 %)
JP : 26 (35.13513513513514 %)
DE : 3 (4.054054054054054 %)
CA : 9 (12.162162162162163 %)
SE : 4 (5.405405405405405 %)
